temp_C,time_min,mass_loss
117.255,8.54667,-1.03746
117.27,8.54833,-1.03756
117.287,8.55,-1.03756
117.304,8.55167,-1.03756
117.32,8.55333,-1.03756
117.336,8.555,-1.03775
117.352,8.55667,-1.03775
117.367,8.55833,-1.03775
117.384,8.56,-1.03774
117.401,8.56167,-1.03795
117.417,8.56333,-1.03795
117.436,8.565,-1.03795
117.453,8.56667,-1.03795
117.468,8.56833,-1.03805
117.485,8.57,-1.03804
117.502,8.57167,-1.03804
117.518,8.57333,-1.03804
117.534,8.575,-1.03824
117.55,8.57667,-1.03824
117.567,8.57833,-1.03824
117.585,8.58,-1.03824
117.601,8.58167,-1.03834
117.618,8.58333,-1.03833
117.634,8.585,-1.03833
117.649,8.58667,-1.03833
117.664,8.58833,-1.03843
117.683,8.59,-1.03843
117.702,8.59167,-1.03843
117.719,8.59333,-1.03843
117.736,8.595,-1.03873
117.75,8.59667,-1.03873
117.765,8.59833,-1.03873
117.783,8.6,-1.03873
117.803,8.60167,-1.03883
117.819,8.60333,-1.03883
117.834,8.605,-1.03883
117.852,8.60667,-1.03883
117.867,8.60833,-1.03893
117.884,8.61,-1.03893
117.902,8.61167,-1.03893
117.918,8.61333,-1.03893
117.937,8.615,-1.03903
117.951,8.61667,-1.03903
117.966,8.61833,-1.03903
117.984,8.62,-1.03923
118.001,8.62167,-1.03923
118.018,8.62333,-1.03933
118.035,8.625,-1.03933
118.051,8.62667,-1.03933
118.069,8.62833,-1.03933
118.087,8.63,-1.03932
118.101,8.63167,-1.03932
118.117,8.63333,-1.03942
118.133,8.635,-1.03942
118.149,8.63667,-1.03942
118.167,8.63833,-1.03942
118.185,8.64,-1.03942
118.201,8.64167,-1.03941
118.217,8.64333,-1.03951
118.234,8.645,-1.03951
118.249,8.64667,-1.03951
118.267,8.64833,-1.03951
118.283,8.65,-1.0395
118.299,8.65167,-1.0395
118.314,8.65333,-1.0397
118.33,8.655,-1.0397
118.347,8.65667,-1.0397
118.364,8.65833,-1.0397
118.382,8.66,-1.0398
118.4,8.66167,-1.03981
118.42,8.66333,-1.03981
118.435,8.665,-1.03981
118.452,8.66667,-1.03981
118.468,8.66833,-1.0398
118.481,8.67,-1.0399
118.5,8.67167,-1.0399
118.516,8.67333,-1.04
118.533,8.675,-1.04
118.548,8.67667,-1.04
118.569,8.67833,-1.04
118.586,8.68,-1.04
118.601,8.68167,-1.04
118.617,8.68333,-1.0402
118.634,8.685,-1.0402
118.65,8.68667,-1.04019
118.665,8.68833,-1.04019
118.682,8.69,-1.04029
118.7,8.69167,-1.04029
118.718,8.69333,-1.04029
118.733,8.695,-1.04029
118.75,8.69667,-1.04039
118.767,8.69833,-1.04039
118.783,8.7,-1.04039
118.798,8.70167,-1.04039
118.815,8.70333,-1.04049
118.833,8.705,-1.04048
118.851,8.70667,-1.04048
118.866,8.70833,-1.04048
118.883,8.71,-1.04078
118.898,8.71167,-1.04078
118.914,8.71333,-1.04078
118.932,8.715,-1.04077
118.948,8.71667,-1.04087
118.965,8.71833,-1.04087
118.981,8.72,-1.04087
118.999,8.72167,-1.04088
119.016,8.72333,-1.04098
119.032,8.725,-1.04098
119.05,8.72667,-1.04098
119.067,8.72833,-1.04097
119.082,8.73,-1.04117
119.097,8.73167,-1.04117
119.116,8.73333,-1.04117
119.133,8.735,-1.04117
119.151,8.73667,-1.04127
119.167,8.73833,-1.04127
119.182,8.74,-1.04127
119.2,8.74167,-1.04127
119.216,8.74333,-1.04147
119.232,8.745,-1.04147
119.251,8.74667,-1.04147
119.269,8.74833,-1.04147
119.285,8.75,-1.04167
119.301,8.75167,-1.04167
119.316,8.75333,-1.04167
119.332,8.755,-1.04166
119.349,8.75667,-1.04176
119.366,8.75833,-1.04176
119.382,8.76,-1.04177
119.401,8.76167,-1.04177
119.419,8.76333,-1.04187
119.434,8.765,-1.04187
119.451,8.76667,-1.04187
119.469,8.76833,-1.04186
119.483,8.77,-1.04186
119.5,8.77167,-1.04186
119.516,8.77333,-1.04195
119.531,8.775,-1.04195
119.548,8.77667,-1.04195
119.566,8.77833,-1.04195
119.584,8.78,-1.04215
119.602,8.78167,-1.04215
119.616,8.78333,-1.04215
119.632,8.785,-1.04215
119.648,8.78667,-1.04225
119.667,8.78833,-1.04225
119.686,8.79,-1.04225
119.702,8.79167,-1.04225
119.715,8.79333,-1.04225
119.734,8.795,-1.04225
119.75,8.79667,-1.04235
119.767,8.79833,-1.04234
119.783,8.8,-1.04234
119.799,8.80167,-1.04234
119.816,8.80333,-1.04244
119.833,8.805,-1.04244
119.85,8.80667,-1.04244
119.867,8.80833,-1.04244
119.883,8.81,-1.04244
119.9,8.81167,-1.04243
119.916,8.81333,-1.04263
119.931,8.815,-1.04263
119.946,8.81667,-1.04263
119.966,8.81833,-1.04263
119.984,8.82,-1.04263
120,8.82167,-1.04263
120.017,8.82333,-1.04272
120.031,8.825,-1.04272
120.046,8.82667,-1.04282
120.063,8.82833,-1.04281
120.08,8.83,-1.04281
120.097,8.83167,-1.04281
120.115,8.83333,-1.04292
120.131,8.835,-1.04292
120.149,8.83667,-1.04292
120.164,8.83833,-1.04292
120.181,8.84,-1.04312
120.199,8.84167,-1.04312
120.217,8.84333,-1.04312
120.233,8.845,-1.04312
120.249,8.84667,-1.04322
120.266,8.84833,-1.04322
120.283,8.85,-1.04322
120.3,8.85167,-1.04322
120.316,8.85333,-1.04332
120.334,8.855,-1.04332
120.351,8.85667,-1.04332
120.368,8.85833,-1.04332
120.385,8.86,-1.04332
120.4,8.86167,-1.04331
120.416,8.86333,-1.04331
120.432,8.865,-1.04331
120.449,8.86667,-1.04341
120.467,8.86833,-1.0434
120.483,8.87,-1.0434
120.499,8.87167,-1.0434
120.514,8.87333,-1.0437
120.532,8.875,-1.0437
120.551,8.87667,-1.0437
120.567,8.87833,-1.0437
120.583,8.88,-1.0438
120.599,8.88167,-1.0438
120.614,8.88333,-1.0438
120.633,8.885,-1.0438
120.651,8.88667,-1.04389
120.666,8.88833,-1.04389
120.682,8.89,-1.04389
120.7,8.89167,-1.04389
120.714,8.89333,-1.04408
120.729,8.895,-1.04408
120.746,8.89667,-1.04408
120.764,8.89833,-1.04408
120.783,8.9,-1.04418
120.8,8.90167,-1.04419
120.816,8.90333,-1.04419
120.833,8.905,-1.04418
120.849,8.90667,-1.04428
120.864,8.90833,-1.04428
120.881,8.91,-1.04428
120.9,8.91167,-1.04428
120.918,8.91333,-1.04438
120.933,8.915,-1.04438
120.95,8.91667,-1.04438
120.968,8.91833,-1.04438
120.984,8.92,-1.04458
120.999,8.92167,-1.04458
121.016,8.92333,-1.04458
121.033,8.925,-1.04458
121.049,8.92667,-1.04468
121.067,8.92833,-1.04468
121.084,8.93,-1.04468
121.101,8.93167,-1.04468
121.119,8.93333,-1.04478
121.135,8.935,-1.04477
121.149,8.93667,-1.04477
121.166,8.93833,-1.04477
121.184,8.94,-1.04487
121.201,8.94167,-1.04487
121.216,8.94333,-1.04487
121.233,8.945,-1.04486
121.25,8.94667,-1.04506
121.266,8.94833,-1.04506
121.282,8.95,-1.04506
121.3,8.95167,-1.04506
121.318,8.95333,-1.04516
121.335,8.955,-1.04516
121.35,8.95667,-1.04516
121.367,8.95833,-1.04516
121.382,8.96,-1.04526
121.4,8.96167,-1.04525
121.417,8.96333,-1.04525
121.433,8.965,-1.04525
121.451,8.96667,-1.04555
121.468,8.96833,-1.04555
121.484,8.97,-1.04555
121.501,8.97167,-1.04555
121.518,8.97333,-1.04565
121.534,8.975,-1.04565
121.551,8.97667,-1.04565
121.57,8.97833,-1.04566
121.586,8.98,-1.04575
121.603,8.98167,-1.04575
121.619,8.98333,-1.04575
121.636,8.985,-1.04575
121.651,8.98667,-1.04584
121.667,8.98833,-1.04584
121.685,8.99,-1.04584
121.7,8.99167,-1.04584
121.717,8.99333,-1.04614
121.734,8.995,-1.04613
121.751,8.99667,-1.04613
121.766,8.99833,-1.04613
121.783,9,-1.04623
121.802,9.00167,-1.04623
121.818,9.00333,-1.04623
121.833,9.005,-1.04623
121.851,9.00667,-1.04633
121.866,9.00833,-1.04632
121.883,9.01,-1.04632
121.9,9.01167,-1.04632
121.918,9.01333,-1.04652
121.934,9.015,-1.04652
121.95,9.01667,-1.04652
121.967,9.01833,-1.04652
121.985,9.02,-1.04652
122.001,9.02167,-1.04652
122.018,9.02333,-1.04662
122.035,9.025,-1.04661
122.049,9.02667,-1.04661
122.065,9.02833,-1.04661
122.083,9.03,-1.04671
122.1,9.03167,-1.04671
122.118,9.03333,-1.04671
122.135,9.035,-1.04671
122.15,9.03667,-1.04671
122.166,9.03833,-1.04681
122.185,9.04,-1.04681
122.2,9.04167,-1.04681
122.217,9.04333,-1.04681
122.234,9.045,-1.04701
122.252,9.04667,-1.047
122.269,9.04833,-1.047
122.284,9.05,-1.047
122.301,9.05167,-1.0471
122.316,9.05333,-1.0471
122.332,9.055,-1.04709
122.351,9.05667,-1.04709
122.368,9.05833,-1.04719
122.383,9.06,-1.04719
122.399,9.06167,-1.04719
122.416,9.06333,-1.04719
122.433,9.065,-1.04729
122.45,9.06667,-1.04729
122.468,9.06833,-1.04728
122.483,9.07,-1.04728
122.499,9.07167,-1.04748
122.515,9.07333,-1.04748
122.532,9.075,-1.04748
122.55,9.07667,-1.04747
122.565,9.07833,-1.04767
122.582,9.08,-1.04767
122.598,9.08167,-1.04767
122.616,9.08333,-1.04767
122.632,9.085,-1.04777
122.649,9.08667,-1.04777
122.664,9.08833,-1.04777
122.683,9.09,-1.04777
122.7,9.09167,-1.04797
122.716,9.09333,-1.04797
122.733,9.095,-1.04797
122.751,9.09667,-1.04797
122.768,9.09833,-1.04807
122.784,9.1,-1.04807
122.8,9.10167,-1.04806
122.816,9.10333,-1.04806
122.832,9.105,-1.04816
122.849,9.10667,-1.04816
122.864,9.10833,-1.04815
122.882,9.11,-1.04815
122.899,9.11167,-1.04825
122.917,9.11333,-1.04825
122.933,9.115,-1.04825
122.948,9.11667,-1.04825
122.965,9.11833,-1.04845
122.981,9.12,-1.04844
122.998,9.12167,-1.04844
123.014,9.12333,-1.04845
123.032,9.125,-1.04855
123.05,9.12667,-1.04855
123.067,9.12833,-1.04855
123.084,9.13,-1.04854
123.098,9.13167,-1.04864
123.115,9.13333,-1.04864
123.134,9.135,-1.04864
123.148,9.13667,-1.04864
123.165,9.13833,-1.04874
123.182,9.14,-1.04874
123.2,9.14167,-1.04894
123.217,9.14333,-1.04894
123.234,9.145,-1.04894
123.251,9.14667,-1.04893
123.266,9.14833,-1.04893
123.281,9.15,-1.04893
123.299,9.15167,-1.04903
123.315,9.15333,-1.04902
123.331,9.155,-1.04902
123.347,9.15667,-1.04902
123.365,9.15833,-1.04902
123.381,9.16,-1.04902
123.397,9.16167,-1.04912
123.416,9.16333,-1.04912
123.433,9.165,-1.04912
123.448,9.16667,-1.04912
123.466,9.16833,-1.04912
123.483,9.17,-1.04911
123.497,9.17167,-1.04921
123.514,9.17333,-1.04921
123.531,9.175,-1.04921
123.547,9.17667,-1.0492
123.563,9.17833,-1.0492
123.581,9.18,-1.0492
123.596,9.18167,-1.0494
123.614,9.18333,-1.0494
123.632,9.185,-1.0494
123.648,9.18667,-1.0494
123.664,9.18833,-1.0494
123.683,9.19,-1.0494
123.699,9.19167,-1.0494
123.716,9.19333,-1.0494
123.73,9.195,-1.0495
123.747,9.19667,-1.0495
123.766,9.19833,-1.0495
123.782,9.2,-1.0495
123.799,9.20167,-1.04949
123.815,9.20333,-1.04949
123.832,9.205,-1.04959
123.846,9.20667,-1.04959
123.865,9.20833,-1.04959
123.882,9.21,-1.04958
123.896,9.21167,-1.04958
123.913,9.21333,-1.04958
123.932,9.215,-1.04968
123.95,9.21667,-1.04968
123.963,9.21833,-1.04968
123.978,9.22,-1.04968
123.996,9.22167,-1.04968
124.014,9.22333,-1.04968
124.032,9.225,-1.04988
124.048,9.22667,-1.04988
124.063,9.22833,-1.04987
124.082,9.23,-1.04987
124.097,9.23167,-1.04997
124.115,9.23333,-1.04997
124.132,9.235,-1.04997
124.147,9.23667,-1.04997
124.164,9.23833,-1.05006
124.179,9.24,-1.05006
124.195,9.24167,-1.05006
124.211,9.24333,-1.05006
124.23,9.245,-1.05016
124.247,9.24667,-1.05016
124.262,9.24833,-1.05016
124.279,9.25,-1.05016
124.297,9.25167,-1.05016
124.315,9.25333,-1.05015
124.331,9.255,-1.05035
124.346,9.25667,-1.05035
124.361,9.25833,-1.05035
124.378,9.26,-1.05035
124.396,9.26167,-1.05035
124.415,9.26333,-1.05035
124.432,9.265,-1.05045
124.448,9.26667,-1.05045
124.464,9.26833,-1.05045
124.48,9.27,-1.05045
124.498,9.27167,-1.05044
124.513,9.27333,-1.05044
124.53,9.275,-1.05054
124.547,9.27667,-1.05054
124.563,9.27833,-1.05053
124.577,9.28,-1.05053
124.594,9.28167,-1.05063
124.613,9.28333,-1.05063
124.63,9.285,-1.05063
124.646,9.28667,-1.05063
124.664,9.28833,-1.05063
124.679,9.29,-1.05063
124.695,9.29167,-1.05082
124.711,9.29333,-1.05082
124.729,9.295,-1.05082
124.744,9.29667,-1.05082
124.761,9.29833,-1.05091
124.777,9.3,-1.05091
124.795,9.30167,-1.05091
124.811,9.30333,-1.05091
124.828,9.305,-1.05101
124.844,9.30667,-1.05101
124.859,9.30833,-1.05101
124.879,9.31,-1.05101
124.894,9.31167,-1.05101
124.91,9.31333,-1.05101
124.93,9.315,-1.05111
124.946,9.31667,-1.05111
124.961,9.31833,-1.0513
124.977,9.32,-1.0513
124.995,9.32167,-1.0513
125.011,9.32333,-1.0513
125.028,9.325,-1.0513
125.046,9.32667,-1.0513
125.063,9.32833,-1.0514
125.078,9.33,-1.0514
125.094,9.33167,-1.05139
125.111,9.33333,-1.05139
125.127,9.335,-1.05149
125.142,9.33667,-1.05148
125.158,9.33833,-1.05148
125.176,9.34,-1.05148
125.193,9.34167,-1.05158
125.21,9.34333,-1.05158
125.227,9.345,-1.05158
125.243,9.34667,-1.05158
125.259,9.34833,-1.05177
125.275,9.35,-1.05177
125.291,9.35167,-1.05177
125.309,9.35333,-1.05177
125.325,9.355,-1.05187
125.342,9.35667,-1.05188
125.361,9.35833,-1.05188
125.38,9.36,-1.05188
125.397,9.36167,-1.05198
125.41,9.36333,-1.05197
125.425,9.365,-1.05197
125.442,9.36667,-1.05197
125.461,9.36833,-1.05207
125.477,9.37,-1.05207
125.494,9.37167,-1.05207
125.509,9.37333,-1.05206
125.527,9.375,-1.05226
125.544,9.37667,-1.05226
125.56,9.37833,-1.05226
125.576,9.38,-1.05226
125.592,9.38167,-1.05245
125.607,9.38333,-1.05245
125.625,9.385,-1.05245
125.643,9.38667,-1.05245
125.659,9.38833,-1.05255
125.677,9.39,-1.05255
125.692,9.39167,-1.05255
125.709,9.39333,-1.05255
125.726,9.395,-1.05255
125.742,9.39667,-1.05255
125.758,9.39833,-1.05254
125.777,9.4,-1.05254
125.793,9.40167,-1.05274
125.808,9.40333,-1.05274
125.823,9.405,-1.05283
125.84,9.40667,-1.05283
125.857,9.40833,-1.05283
125.876,9.41,-1.05284
125.892,9.41167,-1.05284
125.911,9.41333,-1.05284
125.926,9.415,-1.05294
125.943,9.41667,-1.05293
125.96,9.41833,-1.05293
125.974,9.42,-1.05293
125.991,9.42167,-1.05303
126.009,9.42333,-1.05303
126.025,9.425,-1.05302
126.042,9.42667,-1.05302
126.059,9.42833,-1.05322
126.075,9.43,-1.05322
126.091,9.43167,-1.05322
126.107,9.43333,-1.05321
126.122,9.435,-1.05331
126.141,9.43667,-1.05331
126.159,9.43833,-1.05331
126.174,9.44,-1.05331
126.19,9.44167,-1.05341
126.208,9.44333,-1.05341
126.226,9.445,-1.05341
126.242,9.44667,-1.05341
126.258,9.44833,-1.05341
126.275,9.45,-1.05341
126.292,9.45167,-1.05351
126.309,9.45333,-1.05351
126.326,9.455,-1.0535
126.342,9.45667,-1.0535
126.357,9.45833,-1.0537
126.374,9.46,-1.0537
126.39,9.46167,-1.05369
126.405,9.46333,-1.05369
126.424,9.465,-1.05369
126.442,9.46667,-1.05369
126.458,9.46833,-1.05379
126.476,9.47,-1.05379
126.491,9.47167,-1.05379
126.508,9.47333,-1.05379
126.524,9.475,-1.05389
126.541,9.47667,-1.05389
126.559,9.47833,-1.05389
126.575,9.48,-1.05389
126.592,9.48167,-1.05399
126.609,9.48333,-1.05399
126.627,9.485,-1.05399
126.643,9.48667,-1.05399
126.661,9.48833,-1.05419
126.677,9.49,-1.05419
126.694,9.49167,-1.05419
126.71,9.49333,-1.05419
126.727,9.495,-1.05429
126.743,9.49667,-1.05429
126.76,9.49833,-1.05429
126.78,9.5,-1.05429
126.795,9.50167,-1.05438
126.811,9.50333,-1.05438
126.827,9.505,-1.05437
126.842,9.50667,-1.05437
126.857,9.50833,-1.05447
126.875,9.51,-1.05447
126.892,9.51167,-1.05446
126.909,9.51333,-1.05446
126.926,9.515,-1.05476
126.942,9.51667,-1.05476
126.958,9.51833,-1.05476
126.976,9.52,-1.05486
126.994,9.52167,-1.05486
127.011,9.52333,-1.05486
127.027,9.525,-1.05486
127.044,9.52667,-1.05496
127.058,9.52833,-1.05496
127.075,9.53,-1.05496
127.093,9.53167,-1.05495
127.11,9.53333,-1.05516
127.127,9.535,-1.05516
127.145,9.53667,-1.05516
127.161,9.53833,-1.05516
127.179,9.54,-1.05515
127.195,9.54167,-1.05525
127.209,9.54333,-1.05525
127.225,9.545,-1.05524
127.243,9.54667,-1.05534
127.26,9.54833,-1.05534
127.278,9.55,-1.05534
127.293,9.55167,-1.05534
127.31,9.55333,-1.05544
127.325,9.555,-1.05544
127.343,9.55667,-1.05543
127.36,9.55833,-1.05543
127.376,9.56,-1.05563
127.395,9.56167,-1.05563
127.41,9.56333,-1.05563
127.426,9.565,-1.05563
127.444,9.56667,-1.05573
127.461,9.56833,-1.05573
127.478,9.57,-1.05573
127.495,9.57167,-1.05573
127.511,9.57333,-1.05582
127.525,9.575,-1.05582
127.543,9.57667,-1.05582
127.561,9.57833,-1.05582
127.576,9.58,-1.05592
127.594,9.58167,-1.05592
127.613,9.58333,-1.05592
127.629,9.585,-1.05593
127.648,9.58667,-1.05612
127.664,9.58833,-1.05612
127.679,9.59,-1.05612
127.695,9.59167,-1.05612
127.714,9.59333,-1.05632
127.731,9.595,-1.05632
127.746,9.59667,-1.05631
127.761,9.59833,-1.05631
127.779,9.6,-1.05641
127.797,9.60167,-1.0564
127.811,9.60333,-1.0564
127.826,9.605,-1.0564
127.844,9.60667,-1.0566
127.86,9.60833,-1.05659
127.878,9.61,-1.05659
127.895,9.61167,-1.05659
127.911,9.61333,-1.05669
127.928,9.615,-1.05669
127.945,9.61667,-1.05669
127.963,9.61833,-1.05669
127.979,9.62,-1.05679
127.994,9.62167,-1.05679
128.011,9.62333,-1.05679
128.03,9.625,-1.05678
128.045,9.62667,-1.05688
128.061,9.62833,-1.05688
128.077,9.63,-1.05688
128.095,9.63167,-1.05688
128.112,9.63333,-1.05708
128.131,9.635,-1.05708
128.14799,9.63667,-1.05708
128.161,9.63833,-1.05708
128.17799,9.64,-1.05727
128.196,9.64167,-1.05727
128.21201,9.64333,-1.05727
128.228,9.645,-1.05727
128.245,9.64667,-1.05737
128.263,9.64833,-1.05737
128.28,9.65,-1.05737
128.29601,9.65167,-1.05737
128.314,9.65333,-1.05757
128.332,9.655,-1.05757
128.347,9.65667,-1.05756
128.36301,9.65833,-1.05756
128.379,9.66,-1.05766
128.397,9.66167,-1.05766
128.41299,9.66333,-1.05766
128.429,9.665,-1.05765
128.446,9.66667,-1.05775
128.464,9.66833,-1.05775
128.48,9.67,-1.05775
128.495,9.67167,-1.05774
128.513,9.67333,-1.05784
128.528,9.675,-1.05784
128.54401,9.67667,-1.05784
128.563,9.67833,-1.05784
128.578,9.68,-1.05804
128.59599,9.68167,-1.05804
128.614,9.68333,-1.05804
128.63,9.685,-1.05803
128.645,9.68667,-1.05803
128.662,9.68833,-1.05803
128.67799,9.69,-1.05812
128.69299,9.69167,-1.05812
128.711,9.69333,-1.05812
128.72701,9.695,-1.05812
128.743,9.69667,-1.05812
128.761,9.69833,-1.05812
128.77901,9.7,-1.05822
128.795,9.70167,-1.05822
128.813,9.70333,-1.05821
128.827,9.705,-1.05821
128.84599,9.70667,-1.05821
128.86301,9.70833,-1.05821
128.875,9.71,-1.05831
128.894,9.71167,-1.05831
128.916,9.71333,-1.05831
128.93201,9.715,-1.05831
128.948,9.71667,-1.05851
128.963,9.71833,-1.05851
128.981,9.72,-1.05851
128.99699,9.72167,-1.05851
129.01401,9.72333,-1.05861
129.03101,9.725,-1.0586
129.047,9.72667,-1.0586
129.063,9.72833,-1.0586
129.08099,9.73,-1.0587
129.09599,9.73167,-1.0587
129.11501,9.73333,-1.0587
129.131,9.735,-1.0587
129.14799,9.73667,-1.0588
129.16701,9.73833,-1.0588
129.18401,9.74,-1.0588
129.198,9.74167,-1.0588
129.214,9.74333,-1.05899
129.233,9.745,-1.05899
129.24899,9.74667,-1.05899
129.26401,9.74833,-1.05899
129.28,9.75,-1.05909
129.3,9.75167,-1.05908
129.317,9.75333,-1.05908
129.33099,9.755,-1.05908
129.34801,9.75667,-1.05918
129.364,9.75833,-1.05918
129.38,9.76,-1.05917
129.39799,9.76167,-1.05917
129.416,9.76333,-1.05927
129.431,9.765,-1.05926
129.44701,9.76667,-1.05926
129.46201,9.76833,-1.05926
129.478,9.77,-1.05945
129.494,9.77167,-1.05945
129.511,9.77333,-1.05945
129.53101,9.775,-1.05945
129.54601,9.77667,-1.05955
129.563,9.77833,-1.05955
129.58099,9.78,-1.05956
129.599,9.78167,-1.05956
129.61501,9.78333,-1.05966
129.631,9.785,-1.05965
129.64999,9.78667,-1.05965
129.666,9.78833,-1.05965
129.68201,9.79,-1.05974
129.696,9.79167,-1.05974
129.71201,9.79333,-1.05974
129.728,9.795,-1.05973
129.74699,9.79667,-1.05993
129.763,9.79833,-1.05993
129.78,9.8,-1.05993
129.798,9.80167,-1.05993
129.815,9.80333,-1.06013
129.83099,9.805,-1.06013
129.84801,9.80667,-1.06013
129.862,9.80833,-1.06013
129.88,9.81,-1.06023
129.899,9.81167,-1.06023
129.91901,9.81333,-1.06024
129.935,9.815,-1.06024
129.95,9.81667,-1.06043
129.968,9.81833,-1.06043
129.983,9.82,-1.06043
129.99899,9.82167,-1.06042
130.015,9.82333,-1.06042
130.03101,9.825,-1.06042
130.05,9.82667,-1.06041
130.065,9.82833,-1.06041
130.08099,9.83,-1.06051
130.097,9.83167,-1.0605
130.114,9.83333,-1.0606
130.13,9.835,-1.0606
130.14799,9.83667,-1.0606
130.164,9.83833,-1.0606
130.179,9.84,-1.0607
130.19701,9.84167,-1.0607
130.215,9.84333,-1.06069
130.231,9.845,-1.06069
130.24899,9.84667,-1.06089
130.26401,9.84833,-1.06089
130.28,9.85,-1.06089
130.297,9.85167,-1.06089
130.314,9.85333,-1.06098
130.33099,9.855,-1.06098
130.34801,9.85667,-1.06098
130.364,9.85833,-1.06098
130.379,9.86,-1.06108
130.395,9.86167,-1.06108
130.414,9.86333,-1.06108
130.431,9.865,-1.06108
130.44901,9.86667,-1.06108
130.467,9.86833,-1.06108
130.48199,9.87,-1.06118
130.498,9.87167,-1.06117
130.51401,9.87333,-1.06117
130.532,9.875,-1.06117
130.549,9.87667,-1.06137
130.567,9.87833,-1.06137
130.58299,9.88,-1.06137
130.599,9.88167,-1.06136
130.614,9.88333,-1.06136
130.632,9.885,-1.06136
130.647,9.88667,-1.06146
130.66499,9.88833,-1.06146
130.683,9.89,-1.06145
130.69701,9.89167,-1.06145
130.714,9.89333,-1.06155
130.73199,9.895,-1.06155
130.748,9.89667,-1.06155
130.767,9.89833,-1.06155
130.782,9.9,-1.06165
130.8,9.90167,-1.06165
130.81799,9.90333,-1.06165
130.83299,9.905,-1.06185
130.851,9.90667,-1.06185
130.868,9.90833,-1.06185
130.88499,9.91,-1.06195
130.903,9.91167,-1.06195
130.91901,9.91333,-1.06195
130.93401,9.915,-1.06194
130.951,9.91667,-1.06194
130.968,9.91833,-1.06194
130.985,9.92,-1.06204
131.00301,9.92167,-1.06204
131.02,9.92333,-1.06203
131.033,9.925,-1.06203
131.049,9.92667,-1.06203
131.06799,9.92833,-1.06202
131.08299,9.93,-1.06212
131.099,9.93167,-1.06212
131.116,9.93333,-1.06212
131.133,9.935,-1.06212
131.14999,9.93667,-1.06232
131.168,9.93833,-1.06232
131.18401,9.94,-1.06231
131.201,9.94167,-1.06231
131.217,9.94333,-1.06241
131.233,9.945,-1.06241
131.25,9.94667,-1.06241
131.26601,9.94833,-1.0624
131.283,9.95,-1.0625
131.30099,9.95167,-1.0625
131.31799,9.95333,-1.0625
131.33501,9.955,-1.0626
131.35001,9.95667,-1.06259
131.367,9.95833,-1.06259
131.382,9.96,-1.06259
131.397,9.96167,-1.06279
131.416,9.96333,-1.06279
131.43201,9.965,-1.06279
131.451,9.96667,-1.06279
131.468,9.96833,-1.06279
131.485,9.97,-1.06278
131.50101,9.97167,-1.06288
131.51601,9.97333,-1.06288
131.532,9.975,-1.06288
131.549,9.97667,-1.06288
131.569,9.97833,-1.06297
131.584,9.98,-1.06297
131.60001,9.98167,-1.06297
131.61501,9.98333,-1.06297
131.633,9.985,-1.06326
131.64999,9.98667,-1.06326
131.66499,9.98833,-1.06326
131.683,9.99,-1.06326
131.69901,9.99167,-1.06326
131.715,9.99333,-1.06326
131.73399,9.995,-1.06326
131.75101,9.99667,-1.06326
131.767,9.99833,-1.06336
131.784,10,-1.06335
131.8,10.00167,-1.06335
131.81599,10.00333,-1.06335
131.83299,10.005,-1.06345
131.853,10.00667,-1.06345
131.868,10.00833,-1.06355
131.884,10.01,-1.06355
131.90199,10.01167,-1.06355
131.91701,10.01333,-1.06354
131.933,10.015,-1.06354
131.951,10.01667,-1.06354
131.96899,10.01833,-1.06374
131.987,10.02,-1.06374
132.002,10.02167,-1.06374
132.02,10.02333,-1.06374
132.035,10.025,-1.06383
132.05,10.02667,-1.06383
132.067,10.02833,-1.06383
132.084,10.03,-1.06383
132.10201,10.03167,-1.06393
132.118,10.03333,-1.06392
132.134,10.035,-1.06392
132.149,10.03667,-1.06392
132.16901,10.03833,-1.06402
132.185,10.04,-1.06402
132.201,10.04167,-1.06402
132.217,10.04333,-1.06402
132.235,10.045,-1.06422
132.252,10.04667,-1.06421
132.269,10.04833,-1.06421
132.286,10.05,-1.06421
132.30099,10.05167,-1.06431
132.319,10.05333,-1.06431
132.33701,10.055,-1.06431
132.354,10.05667,-1.06431
132.37,10.05833,-1.06431
132.386,10.06,-1.0643
132.40199,10.06167,-1.0643
132.41901,10.06333,-1.0643
132.436,10.065,-1.0645
132.452,10.06667,-1.06449
132.46899,10.06833,-1.06449
132.48399,10.07,-1.06449
132.49899,10.07167,-1.06468
132.51801,10.07333,-1.06468
132.536,10.075,-1.06468
132.55,10.07667,-1.06468
132.56599,10.07833,-1.06478
132.58501,10.08,-1.06477
132.60001,10.08167,-1.06477
132.617,10.08333,-1.06477
132.634,10.085,-1.06487
132.65199,10.08667,-1.06487
132.66701,10.08833,-1.06487
132.68401,10.09,-1.06487
132.7,10.09167,-1.06496
132.718,10.09333,-1.06496
132.73399,10.095,-1.06496
132.752,10.09667,-1.06496
132.77,10.09833,-1.06516
132.786,10.1,-1.06516
132.80099,10.10167,-1.06516
132.817,10.10333,-1.06516
132.83501,10.105,-1.06526
132.855,10.10667,-1.06526
132.87199,10.10833,-1.06526
132.886,10.11,-1.06525
132.90199,10.11167,-1.06535
132.91701,10.11333,-1.06535
132.936,10.115,-1.06534
132.952,10.11667,-1.06534
132.966,10.11833,-1.06564
132.98399,10.12,-1.06564
133.002,10.12167,-1.06563
