temp_C,time_min,mass_loss
369.229,33.75,-12.12647
369.245,33.75167,-12.12647
369.26199,33.75333,-12.12706
369.27899,33.755,-12.12706
369.29501,33.75667,-12.12776
369.31201,33.75833,-12.12776
369.32901,33.76,-12.12825
369.34399,33.76167,-12.12825
369.362,33.76333,-12.12905
369.37799,33.765,-12.12905
369.39499,33.76667,-12.12975
369.41199,33.76833,-12.12974
369.42899,33.77,-12.13044
369.44601,33.77167,-12.13044
369.465,33.77333,-12.13104
369.48099,33.775,-12.13103
369.495,33.77667,-12.13153
369.513,33.77833,-12.13153
369.52802,33.78,-12.13223
369.54501,33.78167,-12.13223
369.561,33.78333,-12.13292
369.57901,33.785,-12.13292
369.59698,33.78667,-12.13372
369.612,33.78833,-12.13372
369.62799,33.79,-12.13431
369.646,33.79167,-12.13431
369.66199,33.79333,-12.13491
369.677,33.795,-12.13491
369.69699,33.79667,-12.13551
369.71201,33.79833,-12.1355
369.72699,33.8,-12.136
369.745,33.80167,-12.136
369.76199,33.80333,-12.1368
369.77899,33.805,-12.13679
369.79501,33.80667,-12.13749
369.81201,33.80833,-12.13749
369.82901,33.81,-12.13819
369.84399,33.81167,-12.13819
369.86099,33.81333,-12.13878
369.879,33.815,-12.13878
369.897,33.81667,-12.13938
369.91299,33.81833,-12.13938
369.92899,33.82,-12.13987
369.94601,33.82167,-12.13987
369.96201,33.82333,-12.14077
369.98001,33.825,-12.14077
369.99899,33.82667,-12.14146
370.013,33.82833,-12.14146
370.03,33.83,-12.14216
370.047,33.83167,-12.14276
370.06201,33.83333,-12.14276
370.078,33.835,-12.14275
370.095,33.83667,-12.14325
370.112,33.83833,-12.14325
370.129,33.84,-12.14385
370.147,33.84167,-12.14384
370.16299,33.84333,-12.14464
370.17999,33.845,-12.14464
370.19699,33.84667,-12.14534
370.21301,33.84833,-12.14534
370.229,33.85,-12.14593
370.24701,33.85167,-12.14593
370.263,33.85333,-12.14663
370.28,33.855,-12.14663
370.297,33.85667,-12.14722
370.314,33.85833,-12.14722
370.33099,33.86,-12.14772
370.34799,33.86167,-12.14772
370.36401,33.86333,-12.14842
370.379,33.865,-12.14841
370.396,33.86667,-12.14921
370.41199,33.86833,-12.14921
370.42801,33.87,-12.14981
370.44501,33.87167,-12.14981
370.46399,33.87333,-12.1504
370.48099,33.875,-12.1504
370.49701,33.87667,-12.1511
370.51401,33.87833,-12.1511
370.52899,33.88,-12.15159
370.54501,33.88167,-12.15159
370.56299,33.88333,-12.15229
370.58099,33.885,-12.15229
370.59799,33.88667,-12.15308
370.61499,33.88833,-12.15308
370.63199,33.89,-12.15368
370.64801,33.89167,-12.15428
370.664,33.89333,-12.15428
370.681,33.895,-12.15427
370.69501,33.89667,-12.15487
370.715,33.89833,-12.15487
370.73001,33.9,-12.15537
370.746,33.90167,-12.15536
370.763,33.90333,-12.15626
370.78,33.905,-12.15626
370.797,33.90667,-12.15686
370.81299,33.90833,-12.15756
370.82999,33.91,-12.15755
370.84799,33.91167,-12.15815
370.86499,33.91333,-12.15815
370.88101,33.915,-12.15815
370.897,33.91667,-12.15874
370.914,33.91833,-12.15874
370.92999,33.92,-12.15924
370.94601,33.92167,-12.15924
370.96301,33.92333,-12.16004
370.979,33.925,-12.16003
370.996,33.92667,-12.16073
371.01401,33.92833,-12.16133
371.03101,33.93,-12.16133
371.048,33.93167,-12.16182
371.065,33.93333,-12.16182
371.07999,33.935,-12.16252
371.095,33.93667,-12.16252
371.112,33.93833,-12.16302
371.13,33.94,-12.16301
371.147,33.94167,-12.16371
371.16299,33.94333,-12.16371
371.181,33.945,-12.16431
371.198,33.94667,-12.1643
371.21301,33.94833,-12.165
371.229,33.95,-12.165
371.246,33.95167,-12.1656
371.263,33.95333,-12.1656
371.28,33.955,-12.16609
371.297,33.95667,-12.16609
371.31299,33.95833,-12.16669
371.32901,33.96,-12.16669
371.34601,33.96167,-12.16749
371.362,33.96333,-12.16748
371.38101,33.965,-12.16748
371.39899,33.96667,-12.16808
371.414,33.96833,-12.16868
371.42899,33.97,-12.16867
371.44699,33.97167,-12.16927
371.46301,33.97333,-12.16927
371.479,33.975,-12.16997
371.49799,33.97667,-12.16997
371.51199,33.97833,-12.17046
371.53,33.98,-12.17046
371.547,33.98167,-12.17116
371.56201,33.98333,-12.17116
371.57999,33.985,-12.17175
371.59601,33.98667,-12.17175
371.61301,33.98833,-12.17245
371.63,33.99,-12.17245
371.646,33.99167,-12.17305
371.66199,33.99333,-12.17304
371.67899,33.995,-12.17364
371.69601,33.99667,-12.17364
371.71301,33.99833,-12.17414
371.728,34,-12.17413
371.745,34.00167,-12.17493
371.76401,34.00333,-12.17493
371.78299,34.005,-12.17553
371.797,34.00667,-12.17552
371.81299,34.00833,-12.17612
371.83099,34.01,-12.17612
371.84698,34.01167,-12.17672
371.86401,34.01333,-12.17672
371.88199,34.015,-12.17721
371.897,34.01667,-12.17721
371.91299,34.01833,-12.17791
371.92899,34.02,-12.17791
371.94601,34.02167,-12.17861
371.96201,34.02333,-12.1786
371.978,34.025,-12.1792
371.995,34.02667,-12.1792
372.01199,34.02833,-12.1799
372.03,34.03,-12.17989
372.048,34.03167,-12.18049
372.064,34.03333,-12.18049
372.078,34.035,-12.18099
372.095,34.03667,-12.18099
372.112,34.03833,-12.18148
372.129,34.04,-12.18148
372.14499,34.04167,-12.18218
372.16199,34.04333,-12.18218
372.17899,34.045,-12.18297
372.19601,34.04667,-12.18297
372.21399,34.04833,-12.18357
372.233,34.05,-12.18357
372.24799,34.05167,-12.18406
372.26401,34.05333,-12.18406
372.28,34.055,-12.18466
372.29599,34.05667,-12.18466
372.31299,34.05833,-12.18516
372.32999,34.06,-12.18515
372.34799,34.06167,-12.18595
372.36401,34.06333,-12.18595
372.38,34.065,-12.18665
372.39801,34.06667,-12.18664
372.414,34.06833,-12.18734
372.431,34.07,-12.18734
372.448,34.07167,-12.18794
372.46301,34.07333,-12.18793
372.48001,34.075,-12.18853
372.49899,34.07667,-12.18853
372.51501,34.07833,-12.18903
372.53101,34.08,-12.18903
372.548,34.08167,-12.18992
372.564,34.08333,-12.18992
372.58301,34.085,-12.19052
372.599,34.08667,-12.19052
372.61301,34.08833,-12.19131
372.63,34.09,-12.19131
372.647,34.09167,-12.19191
372.664,34.09333,-12.19191
372.681,34.095,-12.19251
372.69601,34.09667,-12.1925
372.71301,34.09833,-12.193
372.73099,34.1,-12.193
372.74799,34.10167,-12.1939
372.76401,34.10333,-12.19389
372.78101,34.105,-12.19449
372.798,34.10667,-12.19449
372.815,34.10833,-12.19529
372.832,34.11,-12.19529
372.84698,34.11167,-12.19588
372.86401,34.11333,-12.19588
372.88199,34.115,-12.19638
372.897,34.11667,-12.19638
372.914,34.11833,-12.19697
372.93301,34.12,-12.19697
372.94901,34.12167,-12.19777
372.965,34.12333,-12.19777
372.98199,34.125,-12.19846
373,34.12667,-12.19846
373.01599,34.12833,-12.19906
373.03101,34.13,-12.19906
373.047,34.13167,-12.19976
373.064,34.13333,-12.19975
373.08099,34.135,-12.20035
373.09799,34.13667,-12.20035
373.11499,34.13833,-12.20085
373.13101,34.14,-12.20084
373.14899,34.14167,-12.20154
373.16599,34.14333,-12.20154
373.17999,34.145,-12.20224
373.198,34.14667,-12.20224
373.215,34.14833,-12.20293
373.23099,34.15,-12.20293
373.24899,34.15167,-12.20343
373.26501,34.15333,-12.20343
373.28201,34.155,-12.20402
373.29901,34.15667,-12.20402
373.31699,34.15833,-12.20452
373.332,34.16,-12.20452
373.349,34.16167,-12.20532
373.36499,34.16333,-12.20531
373.38199,34.165,-12.20601
373.39899,34.16667,-12.20601
373.41501,34.16833,-12.20671
373.431,34.17,-12.2067
373.44901,34.17167,-12.2073
373.466,34.17333,-12.2073
373.48099,34.175,-12.2078
373.496,34.17667,-12.2078
373.51401,34.17833,-12.20829
373.53101,34.18,-12.20829
373.547,34.18167,-12.20899
373.564,34.18333,-12.20899
373.58099,34.185,-12.20979
373.59698,34.18667,-12.20978
373.61499,34.18833,-12.21038
373.63,34.19,-12.21038
373.646,34.19167,-12.21098
373.66299,34.19333,-12.21097
373.681,34.195,-12.21167
373.698,34.19667,-12.21167
373.71399,34.19833,-12.21217
373.73199,34.2,-12.21216
373.74701,34.20167,-12.21296
373.763,34.20333,-12.21296
373.78101,34.205,-12.21366
373.798,34.20667,-12.21366
373.81601,34.20833,-12.21435
373.832,34.21,-12.21435
373.84601,34.21167,-12.21485
373.86099,34.21333,-12.21485
373.879,34.215,-12.21545
373.896,34.21667,-12.21544
373.91101,34.21833,-12.21594
373.92999,34.22,-12.21594
373.948,34.22167,-12.21684
373.96399,34.22333,-12.21683
373.98001,34.225,-12.21743
373.996,34.22667,-12.21743
374.013,34.22833,-12.21823
374.03,34.23,-12.21823
374.047,34.23167,-12.21872
374.06299,34.23333,-12.21872
374.07999,34.235,-12.21932
374.09698,34.23667,-12.21932
374.11401,34.23833,-12.21981
374.13,34.24,-12.21981
374.14801,34.24167,-12.22061
374.16299,34.24333,-12.22061
374.17801,34.245,-12.22121
374.19501,34.24667,-12.2212
374.21399,34.24833,-12.2218
374.23099,34.25,-12.2218
374.246,34.25167,-12.2224
374.26199,34.25333,-12.22239
374.28,34.255,-12.22289
374.29401,34.25667,-12.22289
374.31299,34.25833,-12.22339
374.33099,34.26,-12.22338
374.34698,34.26167,-12.22418
374.36401,34.26333,-12.22418
374.379,34.265,-12.22488
374.397,34.26667,-12.22487
374.414,34.26833,-12.22557
374.431,34.27,-12.22557
374.448,34.27167,-12.22607
374.46301,34.27333,-12.22607
374.48001,34.275,-12.22666
374.496,34.27667,-12.22666
374.51199,34.27833,-12.22716
374.52899,34.28,-12.22716
374.54599,34.28167,-12.22786
374.56299,34.28333,-12.22785
374.57999,34.285,-12.22865
374.59698,34.28667,-12.22865
374.61499,34.28833,-12.22925
374.63,34.29,-12.22924
374.646,34.29167,-12.22984
374.66199,34.29333,-12.22984
374.67899,34.295,-12.23034
374.69601,34.29667,-12.23033
374.71399,34.29833,-12.23103
374.73001,34.3,-12.23103
374.74701,34.30167,-12.23173
374.763,34.30333,-12.23173
374.77802,34.305,-12.23232
374.79501,34.30667,-12.23232
374.815,34.30833,-12.23312
374.82901,34.31,-12.23312
374.84698,34.31167,-12.23362
374.86301,34.31333,-12.23361
374.87799,34.315,-12.23421
374.892,34.31667,-12.23421
374.909,34.31833,-12.23471
374.92801,34.32,-12.23471
374.94501,34.32167,-12.2356
374.961,34.32333,-12.2356
374.97601,34.325,-12.2362
374.99399,34.32667,-12.2362
375.01199,34.32833,-12.23699
375.02701,34.33,-12.23699
375.04501,34.33167,-12.23759
375.06201,34.33333,-12.23759
375.077,34.335,-12.23808
375.09299,34.33667,-12.23808
375.11099,34.33833,-12.23868
375.12799,34.34,-12.23868
375.14301,34.34167,-12.23948
375.16,34.34333,-12.23947
375.177,34.345,-12.24017
375.19299,34.34667,-12.24017
375.211,34.34833,-12.24077
375.228,34.35,-12.24076
375.24399,34.35167,-12.24146
375.26001,34.35333,-12.24196
375.27802,34.355,-12.24196
375.29599,34.35667,-12.24195
375.311,34.35833,-12.24255
375.327,34.36,-12.24255
375.34399,34.36167,-12.24325
375.35901,34.36333,-12.24325
375.37701,34.365,-12.24394
375.39401,34.36667,-12.24394
375.41199,34.36833,-12.24464
375.42801,34.37,-12.24464
375.44501,34.37167,-12.24523
375.461,34.37333,-12.24573
375.478,34.375,-12.24573
375.495,34.37667,-12.24573
375.51001,34.37833,-12.24643
375.526,34.38,-12.24642
375.54401,34.38167,-12.24712
375.561,34.38333,-12.24712
375.577,34.385,-12.24772
375.59299,34.38667,-12.24771
375.608,34.38833,-12.24841
375.625,34.39,-12.24841
375.64301,34.39167,-12.24901
375.66,34.39333,-12.24901
375.677,34.395,-12.2495
375.69299,34.39667,-12.2495
375.70901,34.39833,-12.2501
375.728,34.4,-12.2501
375.74399,34.40167,-12.25089
375.76001,34.40333,-12.25089
375.776,34.405,-12.25149
375.793,34.40667,-12.25149
375.80899,34.40833,-12.25209
375.82501,34.41,-12.25208
375.84201,34.41167,-12.25268
375.85699,34.41333,-12.25268
375.875,34.415,-12.25318
375.89301,34.41667,-12.25317
375.909,34.41833,-12.25367
375.92599,34.42,-12.25447
375.94199,34.42167,-12.25447
375.95801,34.42333,-12.25506
375.97601,34.425,-12.25506
375.99399,34.42667,-12.25566
376.01001,34.42833,-12.25566
376.026,34.43,-12.25635
376.043,34.43167,-12.25635
376.06,34.43333,-12.25685
376.07599,34.435,-12.25685
376.09201,34.43667,-12.25735
376.10901,34.43833,-12.25734
376.12601,34.44,-12.25804
376.14301,34.44167,-12.25804
376.16,34.44333,-12.25884
376.17499,34.445,-12.25883
376.19199,34.44667,-12.25943
376.20901,34.44833,-12.25943
376.22601,34.45,-12.25993
376.24399,34.45167,-12.25992
376.26099,34.45333,-12.26052
376.27701,34.455,-12.26052
376.29199,34.45667,-12.26102
376.30899,34.45833,-12.26102
376.328,34.46,-12.26181
376.34399,34.46167,-12.26181
376.35901,34.46333,-12.26241
376.375,34.465,-12.26241
376.39301,34.46667,-12.263
376.41,34.46833,-12.263
376.42499,34.47,-12.2636
376.44199,34.47167,-12.2636
376.45901,34.47333,-12.2643
376.47501,34.475,-12.26429
376.492,34.47667,-12.26479
376.509,34.47833,-12.26479
376.52499,34.48,-12.26549
376.543,34.48167,-12.26548
376.55801,34.48333,-12.26608
376.57501,34.485,-12.26608
376.59299,34.48667,-12.26678
376.608,34.48833,-12.26678
376.62299,34.49,-12.26737
376.64099,34.49167,-12.26737
376.659,34.49333,-12.26787
376.67499,34.495,-12.26787
376.69199,34.49667,-12.26836
376.707,34.49833,-12.26836
376.72501,34.5,-12.26906
376.742,34.50167,-12.26906
376.759,34.50333,-12.26985
376.776,34.505,-12.26985
376.79401,34.50667,-12.27045
376.81,34.50833,-12.27045
376.827,34.51,-12.27094
376.84299,34.51167,-12.27094
376.85999,34.51333,-12.27154
376.87601,34.515,-12.27154
376.89401,34.51667,-12.27204
376.91,34.51833,-12.27203
376.92499,34.52,-12.27273
376.94299,34.52167,-12.27273
376.95901,34.52333,-12.27343
376.97601,34.525,-12.27342
376.992,34.52667,-12.27402
377.008,34.52833,-12.27402
377.02499,34.53,-12.27452
377.04199,34.53167,-12.27451
377.061,34.53333,-12.27521
377.077,34.535,-12.27521
377.09299,34.53667,-12.27571
377.10901,34.53833,-12.2757
377.12799,34.54,-12.2764
377.14401,34.54167,-12.2764
377.16,34.54333,-12.277
377.17499,34.545,-12.277
377.19199,34.54667,-12.27769
377.20801,34.54833,-12.27769
377.22501,34.55,-12.27829
377.242,34.55167,-12.27829
377.259,34.55333,-12.27879
377.27701,34.555,-12.27878
377.29199,34.55667,-12.27928
377.30801,34.55833,-12.27928
377.32401,34.56,-12.27998
377.34299,34.56167,-12.27997
377.36099,34.56333,-12.28077
377.37701,34.565,-12.28077
377.39401,34.56667,-12.28137
377.41,34.56833,-12.28136
377.42599,34.57,-12.28186
377.44101,34.57167,-12.28186
377.45901,34.57333,-12.28246
377.47501,34.575,-12.28246
377.491,34.57667,-12.28295
377.509,34.57833,-12.28295
377.526,34.58,-12.28375
377.543,34.58167,-12.28375
377.55899,34.58333,-12.28444
377.578,34.585,-12.28444
377.59399,34.58667,-12.28514
377.60999,34.58833,-12.28514
377.62701,34.59,-12.28573
377.64301,34.59167,-12.28573
377.66,34.59333,-12.28623
377.67801,34.595,-12.28623
377.69199,34.59667,-12.28673
377.70801,34.59833,-12.28672
377.72601,34.6,-12.28742
377.74301,34.60167,-12.28742
377.76001,34.60333,-12.28822
377.77701,34.605,-12.28821
377.79401,34.60667,-12.28881
377.81,34.60833,-12.28881
377.828,34.61,-12.28941
377.84399,34.61167,-12.2894
377.85999,34.61333,-12.2899
377.87601,34.615,-12.2899
377.892,34.61667,-12.2906
377.91101,34.61833,-12.29059
377.92899,34.62,-12.29129
377.94299,34.62167,-12.29129
377.961,34.62333,-12.29189
377.979,34.625,-12.29189
377.99399,34.62667,-12.29258
378.01001,34.62833,-12.29258
378.02701,34.63,-12.29318
378.04199,34.63167,-12.29318
378.06,34.63333,-12.29367
378.078,34.635,-12.29367
378.09299,34.63667,-12.29417
378.10999,34.63833,-12.29417
378.12601,34.64,-12.29487
378.14099,34.64167,-12.29486
378.15799,34.64333,-12.29556
378.17599,34.645,-12.29556
378.19199,34.64667,-12.29616
378.20999,34.64833,-12.29615
378.22699,34.65,-12.29675
378.242,34.65167,-12.29675
378.259,34.65333,-12.29725
378.27499,34.655,-12.29725
378.293,34.65667,-12.29774
378.30899,34.65833,-12.29774
378.32599,34.66,-12.29854
378.34299,34.66167,-12.29854
378.35901,34.66333,-12.29913
378.375,34.665,-12.29913
378.39301,34.66667,-12.29973
378.409,34.66833,-12.29973
378.42499,34.67,-12.30032
378.444,34.67167,-12.30032
378.45999,34.67333,-12.30082
378.47601,34.675,-12.30082
378.49399,34.67667,-12.30131
378.51001,34.67833,-12.30131
378.526,34.68,-12.30211
378.54099,34.68167,-12.30211
378.56,34.68333,-12.30281
378.578,34.685,-12.3028
378.595,34.68667,-12.3035
378.612,34.68833,-12.3035
378.62799,34.69,-12.304
378.64499,34.69167,-12.30399
378.66,34.69333,-12.30459
378.67499,34.695,-12.30459
378.69199,34.69667,-12.30509
378.70801,34.69833,-12.30509
378.72601,34.7,-12.30578
378.74399,34.70167,-12.30578
378.76099,34.70333,-12.30648
378.77899,34.705,-12.30647
378.79599,34.70667,-12.30707
378.81299,34.70833,-12.30707
378.82901,34.71,-12.30767
378.84601,34.71167,-12.30766
378.86301,34.71333,-12.30816
378.87799,34.715,-12.30816
378.89499,34.71667,-12.30866
378.91199,34.71833,-12.30946
378.92899,34.72,-12.30945
378.94699,34.72167,-12.30945
378.96301,34.72333,-12.31005
378.979,34.725,-12.31005
378.995,34.72667,-12.31064
379.01001,34.72833,-12.31064
379.02899,34.73,-12.31114
379.04501,34.73167,-12.31114
379.06201,34.73333,-12.31174
379.078,34.735,-12.31173
379.09399,34.73667,-12.31213
379.11301,34.73833,-12.31213
379.13,34.74,-12.31293
379.146,34.74167,-12.31292
379.16101,34.74333,-12.31352
379.17899,34.745,-12.31352
379.19601,34.74667,-12.31412
379.21201,34.74833,-12.31411
379.228,34.75,-12.31461
379.24399,34.75167,-12.31461
379.26199,34.75333,-12.31511
379.27899,34.755,-12.31511
379.29599,34.75667,-12.3156
379.31,34.75833,-12.3156
379.328,34.76,-12.3164
379.345,34.76167,-12.3164
379.36099,34.76333,-12.31699
379.37799,34.765,-12.31699
379.39499,34.76667,-12.31749
379.41199,34.76833,-12.31749
379.42899,34.77,-12.31808
379.44601,34.77167,-12.31808
379.461,34.77333,-12.31858
379.478,34.775,-12.31858
379.49701,34.77667,-12.31908
379.51199,34.77833,-12.31907
379.52899,34.78,-12.31967
379.547,34.78167,-12.31967
379.561,34.78333,-12.32037
379.578,34.785,-12.32036
379.595,34.78667,-12.32096
379.61099,34.78833,-12.32096
379.629,34.79,-12.32146
379.64499,34.79167,-12.32145
379.66101,34.79333,-12.32195
379.67899,34.795,-12.32195
379.698,34.79667,-12.32245
379.71301,34.79833,-12.32245
379.728,34.8,-12.32314
379.74399,34.80167,-12.32314
379.76199,34.80333,-12.32384
379.78,34.805,-12.32384
379.79599,34.80667,-12.32443
379.81201,34.80833,-12.32443
379.82901,34.81,-12.32493
379.845,34.81167,-12.32493
379.86099,34.81333,-12.32543
379.87799,34.815,-12.32542
379.89499,34.81667,-12.32592
379.91199,34.81833,-12.32592
379.927,34.82,-12.32662
379.944,34.82167,-12.32661
379.96201,34.82333,-12.32741
379.979,34.825,-12.32741
379.99399,34.82667,-12.32791
380.01001,34.82833,-12.32791
380.026,34.83,-12.3285
380.04199,34.83167,-12.3285
380.06,34.83333,-12.329
380.07999,34.835,-12.3296
380.09601,34.83667,-12.32959
380.11099,34.83833,-12.33029
380.12701,34.84,-12.33029
380.146,34.84167,-12.33029
380.16299,34.84333,-12.33098
380.17899,34.845,-12.33098
380.19501,34.84667,-12.33158
380.211,34.84833,-12.33158
380.228,34.85,-12.33228
380.24399,34.85167,-12.33227
380.26001,34.85333,-12.33277
380.27499,34.855,-12.33327
380.29401,34.85667,-12.33327
380.311,34.85833,-12.33396
380.327,34.86,-12.33396
380.345,34.86167,-12.33476
380.362,34.86333,-12.33476
380.37799,34.865,-12.33535
380.39499,34.86667,-12.33535
380.41199,34.86833,-12.33585
380.42999,34.87,-12.33585
380.44501,34.87167,-12.33644
380.46201,34.87333,-12.33644
380.478,34.875,-12.33694
380.49399,34.87667,-12.33694
380.51001,34.87833,-12.33774
380.52701,34.88,-12.33773
380.543,34.88167,-12.33843
380.56,34.88333,-12.33843
380.578,34.885,-12.33903
380.595,34.88667,-12.33902
380.61099,34.88833,-12.33972
380.62701,34.89,-12.33972
380.64301,34.89167,-12.34022
380.659,34.89333,-12.34022
380.677,34.895,-12.34071
380.69199,34.89667,-12.34071
380.70801,34.89833,-12.34141
380.72501,34.9,-12.34141
380.742,34.90167,-12.3422
380.76001,34.90333,-12.3422
380.776,34.905,-12.3428
380.793,34.90667,-12.3428
380.80899,34.90833,-12.3434
380.82599,34.91,-12.34339
380.84201,34.91167,-12.34389
380.858,34.91333,-12.34389
380.87399,34.915,-12.34449
380.89301,34.91667,-12.34448
380.90799,34.91833,-12.34528
380.923,34.92,-12.34528
380.94199,34.92167,-12.34588
380.95901,34.92333,-12.34588
380.974,34.925,-12.34647
380.992,34.92667,-12.34647
381.009,34.92833,-12.34717
381.02499,34.93,-12.34716
381.043,34.93167,-12.34776
381.05899,34.93333,-12.34776
381.07599,34.935,-12.34826
381.09299,34.93667,-12.34826
381.10901,34.93833,-12.34895
381.12601,34.94,-12.34895
381.14099,34.94167,-12.34965
381.16,34.94333,-12.34965
381.17599,34.945,-12.35024
381.19199,34.94667,-12.35024
381.207,34.94833,-12.35084
381.224,34.95,-12.35084
381.242,34.95167,-12.35134
381.258,34.95333,-12.35133
381.27499,34.955,-12.35183
381.29099,34.95667,-12.35183
381.30801,34.95833,-12.35263
381.327,34.96,-12.35262
381.34201,34.96167,-12.35332
381.35699,34.96333,-12.35332
381.37399,34.965,-12.35382
381.39099,34.96667,-12.35381
381.409,34.96833,-12.35441
381.42499,34.97,-12.35441
381.44,34.97167,-12.35491
381.457,34.97333,-12.3549
381.47601,34.975,-12.3554
381.492,34.97667,-12.3554
381.50601,34.97833,-12.3562
381.52301,34.98,-12.3562
381.54001,34.98167,-12.35679
381.556,34.98333,-12.35679
381.57501,34.985,-12.35739
381.591,34.98667,-12.35739
381.60699,34.98833,-12.35788
381.62299,34.99,-12.35788
381.63901,34.99167,-12.35838
381.655,34.99333,-12.35838
381.673,34.995,-12.35888
381.69,34.99667,-12.35887
381.70499,34.99833,-12.35967
381.72101,35,-12.35967
381.741,35.00167,-12.36027
381.758,35.00333,-12.36026
381.77499,35.005,-12.36086
381.789,35.00667,-12.36086
381.806,35.00833,-12.36136
381.823,35.01,-12.36135
381.84,35.01167,-12.36185
381.85699,35.01333,-12.36185
381.87399,35.015,-12.36235
381.89099,35.01667,-12.36234
381.90701,35.01833,-12.36314
381.923,35.02,-12.36314
381.94101,35.02167,-12.36374
381.95801,35.02333,-12.36373
381.974,35.025,-12.36433
381.98999,35.02667,-12.36433
382.00601,35.02833,-12.36483
382.022,35.03,-12.36483
382.039,35.03167,-12.36532
382.056,35.03333,-12.36532
382.073,35.035,-12.36582
382.08701,35.03667,-12.36582
382.104,35.03833,-12.36662
382.12299,35.04,-12.36661
382.13901,35.04167,-12.36721
382.15399,35.04333,-12.36721
382.172,35.045,-12.36771
382.189,35.04667,-12.3677
382.20599,35.04833,-12.3683
382.22299,35.05,-12.3683
382.23801,35.05167,-12.3688
382.255,35.05333,-12.36879
382.27301,35.055,-12.36929
382.29001,35.05667,-12.36929
382.30499,35.05833,-12.37009
382.32199,35.06,-12.37008
382.33801,35.06167,-12.37068
382.35599,35.06333,-12.37068
382.37399,35.065,-12.37118
382.39001,35.06667,-12.37117
382.405,35.06833,-12.37177
382.423,35.07,-12.37177
382.439,35.07167,-12.37227
382.45599,35.07333,-12.37226
382.47299,35.075,-12.37276
382.48999,35.07667,-12.37276
382.50699,35.07833,-12.37356
382.52301,35.08,-12.37356
382.53699,35.08167,-12.37415
382.55499,35.08333,-12.37415
382.57199,35.085,-12.37475
382.58899,35.08667,-12.37475
382.60699,35.08833,-12.37524
382.62201,35.09,-12.37524
382.64001,35.09167,-12.37594
382.655,35.09333,-12.37594
382.672,35.095,-12.37643
382.68799,35.09667,-12.37643
382.70499,35.09833,-12.37703
382.72198,35.1,-12.37703
382.73801,35.10167,-12.37773
382.754,35.10333,-12.37772
382.771,35.105,-12.37842
382.789,35.10667,-12.37842
382.80499,35.10833,-12.37892
382.82199,35.11,-12.37891
382.83899,35.11167,-12.37941
382.85599,35.11333,-12.37941
382.87201,35.115,-12.38001
382.888,35.11667,-12.38
382.905,35.11833,-12.3806
382.922,35.12,-12.3806
382.93701,35.12167,-12.3814
382.95401,35.12333,-12.3814
382.97,35.125,-12.38189
382.98599,35.12667,-12.38189
383.004,35.12833,-12.38249
383.022,35.13,-12.38248
383.04001,35.13167,-12.38298
383.05701,35.13333,-12.38298
383.07199,35.135,-12.38348
383.08899,35.13667,-12.38347
383.10599,35.13833,-12.38417
383.12201,35.14,-12.38417
383.138,35.14167,-12.38487
383.15399,35.14333,-12.38487
383.16901,35.145,-12.38546
383.186,35.14667,-12.38546
383.20499,35.14833,-12.38606
383.22101,35.15,-12.38606
383.237,35.15167,-12.38655
383.254,35.15333,-12.38655
383.27301,35.155,-12.38705
383.28799,35.15667,-12.38705
383.306,35.15833,-12.38784
383.323,35.16,-12.38784
383.33899,35.16167,-12.38844
383.35501,35.16333,-12.38844
383.37201,35.165,-12.38903
383.388,35.16667,-12.38903
383.40399,35.16833,-12.38963
383.423,35.17,-12.38963
383.44101,35.17167,-12.39012
383.457,35.17333,-12.39012
383.47198,35.175,-12.39062
383.48999,35.17667,-12.39062
383.508,35.17833,-12.39141
383.522,35.18,-12.39141
383.53799,35.18167,-12.39201
383.556,35.18333,-12.39201
383.573,35.185,-12.39261
383.58899,35.18667,-12.3926
383.60599,35.18833,-12.3933
383.62201,35.19,-12.3933
383.64001,35.19167,-12.3938
383.655,35.19333,-12.39379
383.672,35.195,-12.39429
383.68701,35.19667,-12.39429
383.70401,35.19833,-12.39499
383.72,35.2,-12.39499
383.737,35.20167,-12.39558
383.755,35.20333,-12.39558
383.772,35.205,-12.39628
383.789,35.20667,-12.39628
383.80499,35.20833,-12.39687
383.823,35.21,-12.39687
383.83801,35.21167,-12.39737
383.85599,35.21333,-12.39737
383.87299,35.215,-12.39786
383.888,35.21667,-12.39786
383.90399,35.21833,-12.39856
383.92001,35.22,-12.39856
383.93799,35.22167,-12.39925
383.95499,35.22333,-12.39925
383.97101,35.225,-12.39985
383.98999,35.22667,-12.39985
384.00601,35.22833,-12.40045
384.021,35.23,-12.40044
384.03699,35.23167,-12.40094
384.05499,35.23333,-12.40094
384.07001,35.235,-12.40144
384.08801,35.23667,-12.40143
384.10599,35.23833,-12.40223
384.12201,35.24,-12.40223
384.13699,35.24167,-12.40283
384.15302,35.24333,-12.40282
384.17099,35.245,-12.40342
384.18799,35.24667,-12.40342
384.20401,35.24833,-12.40402
384.22101,35.25,-12.40401
384.23901,35.25167,-12.40451
384.255,35.25333,-12.40451
384.26999,35.255,-12.40501
384.28699,35.25667,-12.40501
384.30399,35.25833,-12.4058
384.32101,35.26,-12.4058
384.33701,35.26167,-12.4064
384.35199,35.26333,-12.4064
384.37201,35.265,-12.40699
384.38901,35.26667,-12.40699
384.40399,35.26833,-12.40749
384.423,35.27,-12.40748
384.44101,35.27167,-12.40818
